image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00005.jpg,0.007040095825065625,7.502245059631251e-05,0.0014856166807812503,9.616701496093751e-05,0.98958564359375,0.0008787866715593751,0.000195576813271875,0.000643071011803125
img_00007.jpg,0.74459825625,0.0333345392203125,0.005681783323125001,0.0034121744657812504,0.0022513643171875,0.040056929089375,0.0029827876842187496,0.167682214640625
img_00009.jpg,0.9618568700000001,0.0213760710090625,0.00036871685828906254,0.0005352205676296875,0.005864931149989061,0.00490964204428125,0.000595673311984375,0.0044928785124262495
img_00018.jpg,0.9553325328125,0.0024343996242187503,0.00035315005671875,0.00205911488903125,0.00393525346359375,0.0058276281671875005,0.0006848877425,0.029372993004921875
img_00027.jpg,0.8150880378125,0.0118532066065625,0.001204340257265625,0.00033992425034375,0.017908659003125,0.04737032746875001,0.00025537625453125,0.10598020412031253
img_00030.jpg,0.0255323095984375,0.0003601890459375001,0.0007494368903125001,0.0004633691196875001,0.9574176750000001,0.00151507990609375,0.005611077703125,0.0083508939159375
img_00040.jpg,0.26454485821175,0.0461807656815625,0.0016629670355312503,0.0032042412901562498,0.04157667806709375,0.0101037497103125,0.58884812015625,0.04387857201109375
img_00046.jpg,0.4474145671875,0.00021450156511250006,0.0017611272211874999,0.000252813495328125,0.54510588875,0.0025038263209375,0.00034617969153125,0.002401152794484375
img_00053.jpg,0.9969190784374999,3.479774424687501e-05,0.0002108902326796875,2.25308206828125e-05,0.000899069543359375,1.5968980345312498e-05,6.575240386406252e-05,0.0018317962928437498
img_00071.jpg,0.0025198356355546877,0.0007594708970625,3.391500908125001e-05,0.9951747340625,9.65469801953125e-05,0.00089552416309375,0.0002053454185625,0.00031469794089828123
img_00075.jpg,0.6371303206250001,0.00508724419296875,0.00080844547421875,0.0006275768546874999,0.007100540290625,0.31797456265624996,0.0023432124194999997,0.02892813453875
img_00102.jpg,0.0501160250496875,0.022605336914062503,0.000424750218684375,0.0019715769467375005,0.024426000147315628,0.011161507323796876,0.0009025456861593748,0.88839225921875
img_00103.jpg,0.93300606015625,0.0016097080802984377,0.003125287675484375,0.02307269189975,0.030518261534590314,0.0010935965348234378,0.0012734491218414062,0.00630093609551875
img_00109.jpg,0.99485935890625,0.0001108882451328125,2.141907065625e-05,6.013344923275001e-05,0.0044642874197375,0.00015907496229999998,0.00016936280333624997,0.00015542204612578126
img_00119.jpg,0.044861960098845306,0.00975935478125,0.0025195615842968752,0.0013336177921875,0.767528883125,0.03644665020296876,0.004112601510203124,0.13343734478125
img_00120.jpg,0.47507739032148444,0.05869521028407813,0.001728398300421875,0.0004673479276640625,0.012135511085839061,0.0005070940394250001,0.0017670066751874999,0.44962200315624995
img_00125.jpg,0.6539045392968751,0.0040046136921875,0.012765832109375,0.029131414175000002,0.00540355182375,0.18539410636875,0.012976471340625,0.09641946956250003
img_00128.jpg,0.058760732563421875,0.0353610971796875,0.16424828053124998,0.00128176141640625,0.027318331054062502,0.00917141724375,0.0035219759328125,0.7003363599999999
img_00129.jpg,0.1551892494368906,0.0272107828691875,0.00129869964421875,0.0025163955551562502,0.022494005716765623,0.00885664345625,0.716176673125,0.06625755964687499
img_00133.jpg,0.014654169220973437,0.00015503506234437498,0.00010421543310312504,0.00014310925796875,0.9832294121874999,0.0005513215201718751,0.0004663728587967187,0.0006963241192339062
img_00138.jpg,0.9884735454687501,0.00313858133125,0.00054159493390625,0.000117883223125,0.0049884119765625,0.000235045802421875,0.0003528701675,0.0021520692484375
