image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_01716.jpg,0.00053341605,6.2535396e-06,0.00018416715,7.802301e-05,0.99892753,0.00016586359,4.1642204e-05,6.297273e-05
img_07050.jpg,2.6907135e-05,0.0007200067,3.7317477e-05,0.99908483,4.6469682e-05,5.0096787e-06,7.8225006e-05,1.1617404e-06
img_06756.jpg,0.9957852,7.139545e-05,1.5488456e-05,1.5507612e-05,0.00095507613,0.0018444519,3.9905312e-06,0.0013088998
img_02077.jpg,0.048974868,0.0038646825,0.07729859,0.40498468,0.0015084975,0.41619706,0.012543269,0.03462844
img_06914.jpg,8.604888e-07,2.5452042e-05,2.5350468e-07,2.0538669e-06,0.9999654,1.4165666e-07,4.7254143e-06,1.0207201e-06
img_06559.jpg,0.00044946352,1.7020579e-05,7.576361e-08,1.5366571e-06,0.9995283,1.8302371e-08,3.92997e-07,3.1662619e-06
img_04811.jpg,0.69393855,8.3226645e-05,0.00011121269,2.4600342e-05,0.0012905236,0.27853575,2.4382878e-06,0.02601386
img_05960.jpg,0.00057667174,7.08775e-06,7.496615e-06,1.0125731e-06,3.709841e-06,0.00028588253,2.480116e-05,0.9990933
img_02679.jpg,0.03257476,0.046658162,0.017074987,0.00026652287,0.74546546,0.0014880913,0.004544305,0.15192781
img_00772.jpg,0.0051972945,1.0832174e-05,0.95653576,0.00044958614,0.00395424,0.0019916769,5.691486e-05,0.031803653
img_00667.jpg,0.016298823,0.031403374,0.013347357,0.0050756987,0.7434132,0.13829382,0.013479953,0.03868775
img_02285.jpg,0.77761644,0.00019127801,0.0006481734,0.00017507869,0.21953665,0.0009615435,0.000846072,2.4792844e-05
img_00828.jpg,0.002501262,5.6753823e-05,0.00012807541,3.9348197e-05,0.99416274,0.0025889666,9.5111056e-05,0.00042773472
img_05475.jpg,2.036638e-08,2.014156e-05,5.946207e-08,6.587104e-07,0.99997795,6.6941006e-08,1.0114044e-06,1.2216088e-07
img_01441.jpg,1.2197066e-05,1.0344716e-05,8.6350865e-06,1.0880633e-05,4.2236998e-06,5.2691452e-05,1.3811916e-05,0.9998872
img_04369.jpg,0.9882102,0.00494,5.6922443e-05,4.941208e-05,0.0015046793,0.00425373,3.9424136e-05,0.00094562816
img_02379.jpg,0.85680234,0.0002281888,3.4709643e-05,4.1966e-05,0.00018598988,0.0005309223,6.4525426e-05,0.14211133
img_00172.jpg,0.00043581973,5.3088894e-07,5.428376e-06,6.0145493e-07,0.9995436,2.777329e-07,1.15021564e-07,1.3536422e-05
img_05236.jpg,0.8594122,0.0025079644,0.0007520016,0.00010706977,0.012365907,0.11728156,0.000393527,0.007179812
img_05087.jpg,0.99997437,3.7297434e-06,3.8837473e-07,4.767426e-08,5.1203364e-07,1.9790079e-05,1.8665263e-07,1.0209532e-06
img_04001.jpg,0.99165946,0.003607164,0.00018217068,0.00017468382,3.2443782e-05,0.00038567794,0.00013489228,0.00382343
img_00642.jpg,7.800106e-06,0.0003740134,9.674793e-06,0.99955505,1.2039876e-05,2.4563676e-06,3.8392187e-05,5.1677506e-07
img_05410.jpg,3.9027177e-06,1.2136733e-05,9.8320816e-05,5.1308994e-05,2.4362462e-05,4.8388898e-05,2.8519885e-06,0.9997588
img_02916.jpg,0.9967368,1.1002561e-05,0.0003409283,4.707359e-06,0.0010398227,0.0013148527,3.1908046e-06,0.0005485836
img_06684.jpg,0.99925107,6.867555e-05,7.823339e-05,6.1019e-05,4.0432264e-05,0.00028996437,7.111875e-07,0.00020994786
img_07893.jpg,0.0005896566,1.7382721e-05,0.0039105793,3.4426033e-05,3.1114265e-05,0.9940521,0.00033778287,0.0010270654
img_01102.jpg,0.4311263,0.14096996,0.0014097804,0.0004782411,0.13355583,0.0017873504,0.00022026812,0.29045227
img_01874.jpg,0.99235886,4.1151034e-06,3.98377e-06,4.7060877e-07,0.0051926826,0.0023832095,1.698609e-06,5.4856482e-05
img_04037.jpg,0.8009026,0.002703059,0.0006962594,0.00031154952,0.07778738,0.09808541,0.0029267801,0.016586872
img_01847.jpg,0.0011406483,0.0027732332,9.176841e-06,2.7221759e-05,1.3139138e-05,0.00018064222,3.6757751e-06,0.99585223
img_03943.jpg,0.99977726,2.6943958e-06,3.8939174e-07,8.1586586e-07,0.0001818523,1.4987242e-05,9.080331e-07,2.1020338e-05
img_01996.jpg,0.9189397,0.000204498,1.3728319e-05,1.9657548e-06,0.008608395,0.07142428,5.956978e-05,0.0007478568
img_05016.jpg,0.9791853,0.0021258395,0.00024440335,2.8303617e-05,0.006289078,0.008653274,6.201493e-05,0.0034117848
img_01802.jpg,0.9786137,0.00018657041,1.1660228e-05,2.5797247e-06,0.02015138,0.0005813589,4.5307843e-06,0.00044837152
img_06010.jpg,0.99179256,0.0001270763,1.3446177e-07,2.3089142e-07,2.1278313e-06,5.3589236e-05,5.165642e-07,0.008023829
