image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00005.jpg,8.20498e-05,5.0108965e-06,0.00016528866,6.933566e-08,0.99974245,2.1015055e-07,4.922082e-06,2.1289597e-09
img_00007.jpg,0.009008033,0.11926108,0.14755493,0.004149346,0.0005503505,0.090683475,0.0028231137,0.6259697
img_00027.jpg,0.9907121,0.0044655763,1.4105579e-05,6.286317e-06,0.0010592537,0.0036455505,4.6727993e-05,5.0460334e-05
img_00018.jpg,0.9997904,1.7382168e-05,8.410463e-06,5.758267e-07,5.244474e-08,8.5589534e-05,1.4335367e-06,9.617768e-05
img_00009.jpg,0.99906594,0.00029010786,2.740257e-06,3.001873e-06,1.0160591e-05,4.0721122e-07,3.885085e-05,0.00058894174
img_00030.jpg,0.5203617,5.8235517e-05,2.953648e-05,7.658006e-06,0.4098794,6.534171e-05,0.0008589801,0.06873922
img_00071.jpg,0.00013274736,1.5682415e-08,1.6498767e-05,0.99984956,5.900647e-09,5.494335e-09,1.9782608e-07,9.722049e-07
img_00053.jpg,0.99994624,1.9521333e-06,1.649476e-05,2.2767612e-05,4.583978e-06,3.837944e-06,5.2327937e-07,3.820437e-06
img_00046.jpg,0.022053508,1.3703719e-05,4.573479e-06,2.6270045e-06,0.97776914,6.312747e-05,3.2703687e-05,6.044871e-05
img_00040.jpg,0.28882715,0.44224215,0.002893628,0.00011750014,0.00020896902,0.09936356,0.14085333,0.025493717
img_00075.jpg,8.0414015e-05,7.9547455e-05,1.9647687e-06,1.2105944e-07,1.3552205e-06,0.9998348,1.7526169e-06,4.7891973e-08
img_00102.jpg,0.959496,0.0011396628,6.0388335e-05,8.141346e-06,0.0002385987,0.008267019,1.6180966e-05,0.030774064
img_00103.jpg,0.8574864,0.019668149,0.00040060884,4.9821927e-05,0.00031168773,7.882632e-05,0.00031106605,0.121693544
img_00120.jpg,0.0056816,1.0673679e-05,2.0247242e-05,1.1392664e-06,5.233334e-06,3.5247016e-05,2.9058456e-05,0.9942168
img_00109.jpg,0.99982256,8.3456034e-05,1.6185951e-06,3.3882696e-08,8.401383e-05,4.943609e-06,2.4233057e-06,1.0561598e-06
img_00119.jpg,0.00015483452,0.003913068,0.0007927754,4.244736e-05,0.0363736,0.00032023186,0.0010784793,0.95732456
img_00128.jpg,0.008930562,0.94240797,0.008734696,5.372034e-05,0.00096724194,0.00027278863,0.00053710816,0.03809594
img_00129.jpg,0.018749986,0.8758633,0.0003732169,3.308297e-05,7.654248e-05,0.018109275,0.063732594,0.023062041
img_00125.jpg,0.0009500438,2.6706914e-05,0.0002368001,2.1484324e-05,1.1006493e-06,6.0230172e-06,6.9243266e-05,0.99868864
img_00138.jpg,0.40907937,0.23253955,0.0038782672,0.0024440573,0.007602396,0.34426162,0.00013851962,5.6159115e-05
img_00141.jpg,2.737458e-08,3.7551544e-07,1.2748289e-05,4.0915246e-08,1.12027564e-07,7.9636656e-08,4.0715506e-07,0.9999862
img_00133.jpg,7.643372e-06,3.129623e-08,3.7949064e-08,6.344844e-08,0.9999598,1.9002022e-07,3.20633e-05,1.3806887e-07
img_00152.jpg,9.480641e-08,2.8518873e-06,1.8732943e-06,1.3216238e-07,4.215212e-07,6.008633e-06,2.3474817e-07,0.99998844
img_00164.jpg,0.0017653474,0.0009583187,0.00058315834,0.000153031,0.7734657,0.002456509,6.913512e-05,0.22054882
img_00161.jpg,1.1107808e-06,9.85592e-06,1.4328325e-06,6.3632906e-06,2.8601089e-05,5.2568044e-05,6.691635e-05,0.9998331
img_00172.jpg,4.354889e-07,2.3581439e-05,3.7388102e-07,9.706674e-07,0.9999548,1.4209571e-05,5.614608e-06,1.8017232e-08
img_00170.jpg,0.4762325,0.003470068,0.004351426,0.010743122,0.4499804,0.012368518,0.0034837325,0.039370283
img_00171.jpg,0.5882086,0.00014105022,0.0006923804,0.016851088,0.029325953,0.35638797,0.002181697,0.0062111514
img_00175.jpg,0.92482126,3.59257e-05,0.00039275052,0.0045562405,0.0029988962,0.046328347,0.00051852316,0.020348076
img_00223.jpg,0.44726637,0.012878071,0.21966393,0.0027557856,1.3334853e-05,0.31702313,0.000184808,0.00021449351
img_00196.jpg,0.0043247966,0.034905497,0.0006712054,0.00042958907,0.036581855,0.0007777736,0.0004375605,0.9218718
img_00180.jpg,0.1788461,0.017092802,0.00023697894,0.001716632,0.25986043,0.09951128,0.007731186,0.43500456
img_00212.jpg,4.8681195e-05,3.9444026e-07,4.6088581e-07,2.7360616e-07,2.7504848e-07,1.5567104e-05,1.0967625e-07,0.9999342
img_00230.jpg,0.9999387,2.7102797e-06,7.4197487e-06,5.4235447e-06,1.7844347e-07,1.03967195e-05,4.4656218e-07,3.47477e-05
img_00232.jpg,7.8816975e-06,1.467922e-06,8.854496e-07,1.02754275e-05,3.3508713e-06,5.453323e-07,0.9999263,4.9261078e-05
img_00302.jpg,0.06408801,0.43110275,0.005006212,0.00023332321,0.00039396677,0.28489468,0.1302532,0.084027804
img_00244.jpg,0.7030067,0.16342457,0.0013534876,0.0096101845,0.00061330455,0.12151721,0.0002621069,0.00021255722
img_00272.jpg,0.031394143,0.0042712614,0.91455555,0.0025704806,0.0019326606,0.041929826,4.2266012e-05,0.0033038533
img_00280.jpg,0.9113563,6.2231054e-05,6.307872e-06,0.00059437694,0.08489915,0.00027063588,3.499519e-05,0.002776017
img_00282.jpg,0.68679523,0.00027856432,0.0005262139,0.011531567,0.011009608,0.2794536,0.0022717335,0.008133637
img_00311.jpg,0.99997723,2.6615214e-06,2.850981e-07,2.564612e-07,5.766056e-06,5.251486e-06,2.6683489e-09,8.6953e-06
img_00320.jpg,0.99514836,0.0015134577,2.2162892e-05,8.357406e-06,4.2558328e-05,3.380894e-05,1.0353762e-05,0.0032208997
img_00292.jpg,0.94914985,0.0004295223,5.803192e-05,0.00037860504,0.038773213,1.2106114e-05,0.0052399184,0.0059586763
img_00289.jpg,0.96286327,0.00045660295,1.5870803e-05,0.00021743427,0.03490724,0.0005914996,0.00054044265,0.00040778785
img_00285.jpg,0.9982393,7.504025e-05,0.00024248111,1.0168055e-05,5.2986765e-05,4.077098e-05,0.0008285332,0.00051077583
img_00331.jpg,0.9971016,6.474939e-06,1.5478073e-06,6.074228e-07,8.028043e-05,0.0020812459,2.5825773e-06,0.00072565314
img_00358.jpg,0.94953287,6.686081e-05,2.4427403e-05,3.1723798e-06,0.00030553408,0.049325213,1.01219175e-05,0.0007318105
